,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
11627,27,2022-04-28 23:39:04+00:00,"Vrai ou pas, les choses comme ça ça se discute. 😔",vrai ou pas les choses comme ça ça se discute,0.5
11642,42,2022-04-28 23:26:44+00:00,"Mais si elle trouvait qu’il manquait d’ambition ou qu’elle avait l’impression qu’il ne se projetait pas, elle aurait juste pu le quitter… pourquoi attendre de le tromper et accepter la demande en mariage de quelqu’un d’autre…",mais si elle trouvait quil manquait dambition ou quelle avait limpression quil ne se projetait pas elle aurait juste pu le quitter pourquoi attendre de le tromper et accepter la demande en mariage de quelquun dautre,0.5555555555555556
11693,93,2022-04-28 22:41:38+00:00,"Je suis tellement au bout de ma vie, j’avais oublié que c’était possible et ça me rend terriblement triste",je suis tellement au bout de ma vie javais oublié que cétait possible et ça me rend terriblement triste,0.5789473684210527
11738,38,2022-04-29 23:32:08+00:00,Nasanay kana eh...kaya na ah.ikaw pa.,nasanay kana ehkaya na ahikaw pa,0.5
11746,46,2022-04-29 23:28:32+00:00,Tara kape!,tara kape,0.5
11753,53,2022-04-29 23:26:55+00:00,@Kendra91033713 @Darwinpaige1_ Yup beb,yup beb,0.5
11768,68,2022-04-29 23:11:24+00:00,HAHAHAHAHA OMGGGG CAN RHOBH DO ONE TOO,hahahahaha omgggg can rhobh do one too,0.5714285714285714
11769,69,2022-04-29 23:11:07+00:00,"I'm at Pasar Tani Larkin in Johor Bahru, Johor https://t.co/mJL4Gsy85F",im at pasar tani larkin in johor bahru johor,0.5555555555555556
11809,9,2022-04-30 23:50:22+00:00,@gtfoemo Hahahaha balik mana bro this raya?,hahahaha balik mana bro this raya,0.5
11811,11,2022-04-30 23:49:24+00:00,Pag praktisan natin e Chart at e stream yung bagong single ni #SB19_KEN habang wala pa bagong kanta ng @SB19Official,pag praktisan natin e chart at e stream yung bagong single ni habang wala pa bagong kanta ng,0.5555555555555556
11813,13,2022-04-30 23:48:38+00:00,@gtfoemo Jom siss!!,jom siss,0.5
11834,34,2022-04-30 23:22:04+00:00,@Waghih90 Oh dekat.. Jam tak ke arah sana..,oh dekat jam tak ke arah sana,0.5714285714285714
11843,43,2022-04-30 23:05:34+00:00,dapat jugak baju bob marley tu 🤣🤟🏼,dapat jugak baju bob marley tu,0.5
11848,48,2022-04-30 22:57:40+00:00,"Weh aku tengok lagi moment where Arif Aiman put JDT top of table, mata aku still bergenang laa siaaa!",weh aku tengok lagi moment where arif aiman put jdt top of table mata aku still bergenang laa siaaa,0.5263157894736842
11860,60,2022-04-30 22:39:11+00:00,"#TopBatam mana ne?
Ngewek kuy
#gaybatam
#Botbatam https://t.co/PLsJL7qi4e",mana ne ngewek kuy,0.5
11886,86,2022-04-30 21:41:34+00:00,"Crazy celebration for crazy moment! Sejarah terukir bagi @OfficialJohor !! Congrats! Sungguh tak sangka!! Yang sebelum ini hanyalah angan-angan, kini menjadi nyata! Small club with BIG DREAMS!🔴🔵 #LuaskanKuasamuJohor #JDTvUHD  #JDTforAll https://t.co/Omr27mM1Eq",crazy celebration for crazy moment sejarah terukir bagi congrats sungguh tak sangka yang sebelum ini hanyalah anganangan kini menjadi nyata small club with big dreams,0.52
11905,5,2022-05-01 23:56:58+00:00,@HeeboNFT @MindblowonNFT @lickpalik @1_8ote @PapaBear994 @riooir25 @Dagelanco @andhikataa @trisnt_eth @pandez_ @sushinigami_ @nonanft @ellyoyeah Crazy bro 🫡🤯🔥,crazy bro,0.5
11907,7,2022-05-01 23:53:56+00:00,"@susugajah_ Iya kan ya...
Kalo mau dibilang bersyukur sih ya pasti bersyukur, tp kok ya gitu..",iya kan ya kalo mau dibilang bersyukur sih ya pasti bersyukur tp kok ya gitu,0.5333333333333333
11941,41,2022-05-01 23:06:55+00:00,Feirce photo,feirce photo,0.5
11946,46,2022-05-01 23:03:43+00:00,@NayoanAngelyca Ijin save,ijin save,0.5
11960,60,2022-05-01 22:50:15+00:00,Bangun² dah lebaran ae,bangun dah lebaran ae,0.5
11968,68,2022-05-01 22:38:29+00:00,"Alhamdulillah. Pernah. Sedekah extra,50 tp dpt 200 😭😭. The power of sedekah is real tbh... Lg2 bln puasa.. Semoga yg bg sedekah tu, rezeki dia berlipat kali ganda juga. Amin🙏🙏🙏",alhamdulillah pernah sedekah extra50 tp dpt 200 the power of sedekah is real tbh lg2 bln puasa semoga yg bg sedekah tu rezeki dia berlipat kali ganda juga amin,0.5
11994,94,2022-05-01 21:56:51+00:00,@ARYSabirShakir @arsched @arifhameed15 @AmmadYousaf Wase zardari ne chal zabardest chali sab galia only @pmln_org  ko hi de rahi hai khud farar hogaia Dubai @ZafarHilaly @BBhuttoZardari @CMShehbaz @OfficialDGISPR,wase zardari ne chal zabardest chali sab galia only ko hi de rahi hai khud farar hogaia dubai,0.5555555555555556
11995,95,2022-05-01 21:54:11+00:00,@fawadchaudhry Fake molvi,fake molvi,0.5
12011,11,2022-05-02 23:48:22+00:00,@_adonamarocas Hahahaha sim,hahahaha sim,0.5
12018,18,2022-05-02 23:41:45+00:00,Chithirai Festival https://t.co/ipaciBrIBv,chithirai festival,0.5
12047,47,2022-05-02 23:15:08+00:00,@AndreBoyd18 Yes plsss,yes plsss,0.5
12057,57,2022-05-02 23:00:49+00:00,@MohdHaizalFaris Congrats maboy,congrats maboy,0.5
12084,84,2022-05-02 22:32:52+00:00,"🚶🏾‍♂️dlm 10 minit dah sampai. Dkt dgn The Fullerton Hotel. 
View lawa ngadap Marina Bay. X dan pg Helix Bridge maybe malam ni mampir kejap✌🏻.
🚇🟢 East-West Line Raffles station &amp; turun Outram Park utk c/in.
🏨Butternut Tree Hotel @ Chinatown utk 2 malam. https://t.co/oqFib9dwjG",dlm 10 minit dah sampai dkt dgn the fullerton hotel view lawa ngadap marina bay x dan pg helix bridge maybe malam ni mampir kejap eastwest line raffles station and turun outram park utk cin butternut tree hotel chinatown utk 2 malam,0.55
12089,89,2022-05-02 22:27:47+00:00,"🚌 Naik bas no sama &amp; turun kt Bugis Street. Td bas lalu area Orchard juga. 
🚶🏾‍♂️Menuju ke Kampong Gelam &amp; Haji Lane.
📸 Istana Kg Gelam, Gedung Kuning &amp; Masjid Sultan 
🚇🟢(East West Line) Bugis &amp; turun ke Raffles Place utk Merlion Park yg ada patung singa tu. https://t.co/HT0cH6nxEl",naik bas no sama and turun kt bugis street td bas lalu area orchard juga menuju ke kampong gelam and haji lane istana kg gelam gedung kuning and masjid sultan east west line bugis and turun ke raffles place utk merlion park yg ada patung singa tu,0.5957446808510638
12107,7,2022-05-03 23:52:54+00:00,@sabihabegum_ sooooo pretty,sooooo pretty,0.5
12110,10,2022-05-03 23:49:21+00:00,"Day 3️⃣ &amp; last di Temasek 🙂.
Let’s c/out &amp; bergerak menuju ke destinasi seterusnya 😘🏖⛱.
Harini hari kerja, so expect big crowd lah kat MRT nanti. Dorang 1 day je PH utk Hari Raya👌🏼",day 3 and last di temasek lets cout and bergerak menuju ke destinasi seterusnya harini hari kerja so expect big crowd lah kat mrt nanti dorang 1 day je ph utk hari raya,0.5806451612903226
12146,46,2022-05-03 23:24:14+00:00,"@lattematchahot Ekspektasinya setinggi apa, ya?",ekspektasinya setinggi apa ya,0.5
12154,54,2022-05-03 23:18:37+00:00,"Syukur tak payah jolok hidung nor quarantine, the best nikmat ever",syukur tak payah jolok hidung nor quarantine the best nikmat ever,0.5454545454545454
12199,99,2022-05-03 22:40:59+00:00,Tara kape. https://t.co/LFCAUXxoct,tara kape,0.5
12211,11,2022-05-04 23:54:25+00:00,The floppiest flop! Hahahaha,the floppiest flop hahahaha,0.5
12241,41,2022-05-04 23:38:40+00:00,"Excited na!!

NAGSISILBI KA DAPAT 
MAGWAWAGI ANG KATOTOHANAN
@SB19Official @BenAndBenMusic
#SB19",excited na nagsisilbi ka dapat magwawagi ang katotohanan,0.5
12258,58,2022-05-04 23:30:09+00:00,Ang perang ginagasto ko sa araw araw ay galing sa pinaghirapan ko hindi galing sa NAKAW.,ang perang ginagasto ko sa araw araw ay galing sa pinaghirapan ko hindi galing sa nakaw,0.5
12259,59,2022-05-04 23:29:15+00:00,"Ang saya lang kasi nug magsimula kampanya halos ayaw ko magbukas ng FB kasi halos friends  ko B/B/M ngayon nakakatuwa kasi mas marami na na convert to VP Robredo😌🌸

MAGWAWAGI ANG KATOTOHANAN..",ang saya lang kasi nug magsimula kampanya halos ayaw ko magbukas ng fb kasi halos friends ko bbm ngayon nakakatuwa kasi mas marami na na convert to vp robredo magwawagi ang katotohanan,0.53125
12284,84,2022-05-04 23:13:41+00:00,"Imagine, pag mag apply ka trabaho isa sa requirements yung NBI CLEARANCE katunayan na malinis record mo, pahirapan makuha kasi haba ng pila minsan pabalik balik kapa kasi mag ka duplicate ka tapos magiging PRESIDENT mo lang paLA SIYA? hays!",imagine pag mag apply ka trabaho isa sa requirements yung nbi clearance katunayan na malinis record mo pahirapan makuha kasi haba ng pila minsan pabalik balik kapa kasi mag ka duplicate ka tapos magiging president mo lang pala siya hays,0.55
12302,2,2022-05-05 23:58:50+00:00,"Unithieves ice kachang! 

Di namin naubos dahil sa brain freeze kasi nga ZERO DEGREES! 

#BBMSaraUNITEAM 
NATALO SI MARCOS https://t.co/7dRocFNn7y",unithieves ice kachang di namin naubos dahil sa brain freeze kasi nga zero degrees natalo si marcos,0.5882352941176471
12310,10,2022-05-05 23:51:27+00:00,@CamillaGuip @beatriz_caproni Esse tweet tem um potencial enorme pra acontecer.,esse tweet tem um potencial enorme pra acontecer,0.5
12317,17,2022-05-05 23:49:01+00:00,@bagryisgood makan pak,makan pak,0.5
12345,45,2022-05-05 23:32:02+00:00,Harini dah start keje https://t.co/Dwe0piE7Tf,harini dah start keje,0.5
12405,5,2022-05-06 23:55:39+00:00,"@Bang_Garr Bismillah...semoga nyantol ya Bang
Met akhir pekan",bismillahsemoga nyantol ya bang met akhir pekan,0.5714285714285714
12415,15,2022-05-06 23:47:58+00:00,@BadDogsClub Whoop Dwade,whoop dwade,0.5
12420,20,2022-05-06 23:45:04+00:00,Agwanta ka mingaw.. Haysss! Wala load pang data.wala kwarta pang off day! 😅 ano ka nalang bep? Atleast wala na utang kay mommy normalize wala utang pero may ipon.,agwanta ka mingaw haysss wala load pang datawala kwarta pang off day ano ka nalang bep atleast wala na utang kay mommy normalize wala utang pero may ipon,0.5714285714285714
12426,26,2022-05-06 23:39:34+00:00,@fridgeintheopen I’m OKAY LOR. !wagbo,im okay lor wagbo,0.5
12436,36,2022-05-06 23:33:10+00:00,@ForeverBots Giv me,giv me,0.5
12495,95,2022-05-06 22:26:13+00:00,@IImranRiazKhan Pti zindabad #الیکشن_کراو_ملک_بچاو #امپورٹڈ_حکومت_نامنظور,pti zindabad,0.5
12501,1,2022-05-07 23:59:31+00:00,"Happy Mother's day sa lahat nang mga magigiting na ina. Mabuhay kayo 

SLMT PO MAMA
@SB19Official
#MamaAkoNa

#STANWORLD #SWNewSeason
#SB19 #GrupoMusical #SECAwards",happy mothers day sa lahat nang mga magigiting na ina mabuhay kayo slmt po mama,0.5333333333333333
12510,10,2022-05-07 23:50:48+00:00,Good morningggg,good morningggg,0.5
12516,16,2022-05-07 23:47:27+00:00,Seriously x happy btul mengajar kat sini 😞,seriously x happy btul mengajar kat sini,0.5714285714285714
12549,49,2022-05-07 23:15:36+00:00,Wala naman siguro expenses next month?,wala naman siguro expenses next month,0.5
12551,51,2022-05-07 23:11:23+00:00,"Syawal Day 5 🌙
#eid2022 #RayaTiber #5thsyawal @ Northshore Drive https://t.co/9ZaHzlyUbv",syawal day 5 northshore drive,0.5
12555,55,2022-05-07 23:01:06+00:00,"@KompasTV Pk Ganjar &amp; Ahok , in the best ! Biar para KORUPTOR &amp; KOROPSI pada kepanasan !",pk ganjar and ahok in the best biar para koruptor and koropsi pada kepanasan,0.5
12567,67,2022-05-07 22:30:43+00:00,Tara kape!,tara kape,0.5
12570,70,2022-05-07 22:26:19+00:00,@EshaKha35379399 @ImranRiazKhan @MaryamNSharif Shaytani smile,shaytani smile,0.5
12602,2,2022-05-08 23:56:57+00:00,RIDE2EARN TESTNET REGISTRATION https://t.co/CAhkvdVZyG,ride2earn testnet registration,0.5
12604,4,2022-05-08 23:56:20+00:00,"Harey betul cuti dah habis (@ Evergreen Heavy Industrial in Pasir Gudang, Johor) https://t.co/NLhae4Qx7m",harey betul cuti dah habis evergreen heavy industrial in pasir gudang johor,0.5
12612,12,2022-05-08 23:52:09+00:00,@chanxreen Eth Mubarak 🚀,eth mubarak,0.5
12629,29,2022-05-08 23:43:32+00:00,@thisisooooo @AvvenireNFT @Jalts01 @viviangohhh @nftsoonsoonsoon @darrenlehh_ niceee thanks,niceee thanks,0.5
12635,35,2022-05-08 23:40:54+00:00,@OfficialAproto @KnightsGG LETS GOOOOO https://t.co/9duRLKyloY,lets gooooo,0.5
12678,78,2022-05-08 23:08:35+00:00,Tara kapeeee!,tara kapeeee,0.5
12685,85,2022-05-08 23:00:02+00:00,@PrinceRayDauz Bersabarlah hati.. 😊,bersabarlah hati,0.5
12686,86,2022-05-08 22:59:30+00:00,Roblox toys https://t.co/8XqFIdgZcv,roblox toys,0.5
12691,91,2022-05-08 22:55:33+00:00,"Berjaya day 1 , pagi ni biasa je. Tak jem tak sesak.  Smpai hospital kol 6.15 aku facescan kol 8 mattttt.",berjaya day 1 pagi ni biasa je tak jem tak sesak smpai hospital kol 615 aku facescan kol 8 mattttt,0.5882352941176471
12734,34,2022-05-09 23:43:34+00:00,@micahkbrown @PhillipWylie @RSAConference @darkartsvillage @CyCognito Skyline ftw,skyline ftw,0.5
12788,88,2022-05-09 23:18:26+00:00,Welcome to our zone kaps! Kapit lang sa MAHALIMA. May mga tocic days man pero mostly masaya dito.,welcome to our zone kaps kapit lang sa mahalima may mga tocic days man pero mostly masaya dito,0.5555555555555556
12795,95,2022-05-09 23:15:43+00:00,@bongbongmarcos Kung sino Ang inaapi at pinapa bagsak ay siya Ang itinataas ng Dios Congratulations 🎉 Mr President ❤️,kung sino ang inaapi at pinapa bagsak ay siya ang itinataas ng dios congratulations mr president,0.5625
12802,2,2022-05-10 23:58:42+00:00,Nie kalau haus juga tak tahu nak cakap,nie kalau haus juga tak tahu nak cakap,0.5
12805,5,2022-05-10 23:57:55+00:00,Nami man tani sa feeling nga responsible kaman tani mag bayad sang utang bah.,nami man tani sa feeling nga responsible kaman tani mag bayad sang utang bah,0.5714285714285714
12808,8,2022-05-10 23:56:45+00:00,Hujan2 ni elok la tiduran,hujan2 ni elok la tiduran,0.5
12841,41,2022-05-10 23:26:27+00:00,High school ka palang GHA. Bisan Singaporean ka di taka pag patulan. Hahaha huli ka pero di kulong. 😁,high school ka palang gha bisan singaporean ka di taka pag patulan hahaha huli ka pero di kulong,0.5555555555555556
12877,77,2022-05-10 23:01:10+00:00,Si ping lacson ko Gani pildi. Wala man ko nag reklamo. Haha,si ping lacson ko gani pildi wala man ko nag reklamo haha,0.5833333333333334
12890,90,2022-05-10 22:52:23+00:00,Tara kape!,tara kape,0.5
12891,91,2022-05-10 22:50:04+00:00,"Atlassia
Address: 40 Joo Chiat Place
Tenure: Freehold
Top:Nov 2025
https://t.co/ipJQeOCxrT https://t.co/Ypyt3W9Wxk",atlassia address 40 joo chiat place tenure freehold topnov 2025,0.5
12905,5,2022-05-11 23:58:42+00:00,"@ManafSamuel @spandukjalaan @cheatizxn @Y_GenOgie Barusan bos ku lihat,tepat dugaanku,bos ku bilang mereka ngomong bukan mandarin Singapore tapi mainland China.",barusan bos ku lihattepat dugaankubos ku bilang mereka ngomong bukan mandarin singapore tapi mainland china,0.5333333333333333
12920,20,2022-05-11 23:49:53+00:00,"Ang kili kili talaga umaagaw sa eksena HAHAHA

I vote for @SB19Official 
#SB19 #GrupoMusical #SECAwards https://t.co/0R8RDWyweV",ang kili kili talaga umaagaw sa eksena hahaha i vote for,0.5454545454545454
12921,21,2022-05-11 23:49:04+00:00,Just posted a photo @ FWCC Pte Ltd https://t.co/vW6pDokWHh,just posted a photo fwcc pte ltd,0.5714285714285714
12928,28,2022-05-11 23:43:45+00:00,"Ah ça m’a trop frustrée, je pense pas que je puisse encore travailler… bref",ah ça ma trop frustrée je pense pas que je puisse encore travailler bref,0.5714285714285714
12931,31,2022-05-11 23:42:06+00:00,Rasanya ni interview paling kalut kot. Tak sempat prepare sangat. Dekat site pulak tu,rasanya ni interview paling kalut kot tak sempat prepare sangat dekat site pulak tu,0.5714285714285714
12934,34,2022-05-11 23:40:28+00:00,@doremondanial mmmmm lazat!,mmmmm lazat,0.5
12966,66,2022-05-11 23:21:04+00:00,Tak kasi can lansung,tak kasi can lansung,0.5
12967,67,2022-05-11 23:20:21+00:00,@akmala2121 Tok mat ni hauk dah dok ikut zahid midi. Ilang dah keramat dia pada aku la.,tok mat ni hauk dah dok ikut zahid midi ilang dah keramat dia pada aku la,0.5
12968,68,2022-05-11 23:20:17+00:00,@fidhamuliana Ketutupan seragam dan aprons,ketutupan seragam dan aprons,0.5
13002,2,2022-05-12 23:55:42+00:00,"Cash is King. King is Rakyat?
Biar betik Najib! https://t.co/YtAv32W6MM",cash is king king is rakyat biar betik najib,0.5555555555555556
13028,28,2022-05-12 23:43:56+00:00,"dah lama tak jawab lesen test komputer , sekali kau jawab laju je next sampai soalan 50 . end up gagal . kiwak",dah lama tak jawab lesen test komputer sekali kau jawab laju je next sampai soalan 50 end up gagal kiwak,0.5263157894736842
13030,30,2022-05-12 23:42:22+00:00,kahit nman ako tira kayo ng tira sa akon for what na kausapin ko kayu hahaha,kahit nman ako tira kayo ng tira sa akon for what na kausapin ko kayu hahaha,0.5625
13033,33,2022-05-12 23:40:08+00:00,@itsleonorrivera sa inyo lng sa amin hindi..ur lving in hell kc puro glit nsa puro mo ..hell talaga😜😜,sa inyo lng sa amin hindiur lving in hell kc puro glit nsa puro mo hell talaga,0.5294117647058824
13034,34,2022-05-12 23:38:44+00:00,@MrFrankBaraan ROTC kdw din pra tumanda yang ugali mo..,rotc kdw din pra tumanda yang ugali mo,0.5
13076,76,2022-05-12 23:02:24+00:00,@ainaimi See you kak Aimon!!,see you kak aimon,0.5
13097,97,2022-05-12 22:48:29+00:00,Mas okay nang may ipon kesa wala.. Dati gani wala gid. Naka survive man.pero mas mahatagan m future Ang mga palangga mo kung may ara ka gid.,mas okay nang may ipon kesa wala dati gani wala gid naka survive manpero mas mahatagan m future ang mga palangga mo kung may ara ka gid,0.5555555555555556
13107,7,2022-05-13 23:53:41+00:00,very2 heartbreaking.. innalillah,very2 heartbreaking innalillah,0.5
13124,24,2022-05-13 23:38:17+00:00,"Yes! Wag mong ugaliin yung ugali ng mga nanakit sayo. Character nila yun, At the end of the day. Its not your lost.  masarap pa rin mabuhay sa mundo na walang galit sa puso
Pero mas masarap mabuhay pag wala kang utang hahah https://t.co/zVW6WYaRMg",yes wag mong ugaliin yung ugali ng mga nanakit sayo character nila yun at the end of the day its not your lost masarap pa rin mabuhay sa mundo na walang galit sa puso pero mas masarap mabuhay pag wala kang utang hahah,0.5348837209302325
13178,78,2022-05-13 22:56:20+00:00,Okay naman ma makapuli na ko ah..atleast kahit papano may pang start nako. May naipon ko bisan gamay. Disiplina lang gid sa sarili anay.,okay naman ma makapuli na ko ahatleast kahit papano may pang start nako may naipon ko bisan gamay disiplina lang gid sa sarili anay,0.5833333333333334
13232,32,2022-05-14 23:39:25+00:00,@febrinapasaribu Ini beberapa meter dari rumah ku 😂😂😂,ini beberapa meter dari rumah ku,0.5
13278,78,2022-05-14 23:08:00+00:00,@investidorIn Botei na cabeça Q era montagem mas nem isso parece ser,botei na cabeça q era montagem mas nem isso parece ser,0.5454545454545454
13298,98,2022-05-14 22:50:00+00:00,Num looping de mtos minutos tentando entender de onde saiu o cara de rosa,num looping de mtos minutos tentando entender de onde saiu o cara de rosa,0.5
13329,29,2022-05-15 23:32:05+00:00,yes bruh,yes bruh,0.5
13341,41,2022-05-15 23:13:42+00:00,Damu japon judgemental ah...mga buki makakita kung may tattoo ka..Don't worry my tattoo don't like you either!,damu japon judgemental ahmga buki makakita kung may tattoo kadont worry my tattoo dont like you either,0.5882352941176471
13352,52,2022-05-15 23:06:48+00:00,acho q o dólar tem td pra passar o euro nessas circunstâncias,acho q o dólar tem td pra passar o euro nessas circunstâncias,0.5
13381,81,2022-05-15 22:45:34+00:00,Tara kape! Gapanghina tuhod ko bah..,tara kape gapanghina tuhod ko bah,0.5
13390,90,2022-05-15 22:25:27+00:00,@TSM love it. ggs yall https://t.co/KyvXetFRng,love it ggs yall,0.5
13396,96,2022-05-15 22:22:21+00:00,San.o pako sleep tarong man? Haysssss 😢,sano pako sleep tarong man haysssss,0.5
13399,99,2022-05-15 22:20:17+00:00,"Be like tak guna pun kau stay masa org susah , org just ambil kesempatan and used kau sbb kau bodoh . Bukan dia nilai kau 'memahami' doh !",be like tak guna pun kau stay masa org susah org just ambil kesempatan and used kau sbb kau bodoh bukan dia nilai kau memahami doh,0.5769230769230769
13415,15,2022-05-16 23:46:56+00:00,Apakah Jenis music / genre yang Paling suka ANDA dengar?,apakah jenis music genre yang paling suka anda dengar,0.5555555555555556
13419,19,2022-05-16 23:44:46+00:00,¡Gran labor de promoción económica dela sureste mexicano!,gran labor de promoción económica dela sureste mexicano,0.5
13441,41,2022-05-16 23:31:11+00:00,"@Sanji_Cazorla Tanpa giroud, france tak menang world cup",tanpa giroud france tak menang world cup,0.5714285714285714
13443,43,2022-05-16 23:30:17+00:00,@adeldolls akuuu gbs ikut war 😔,akuuu gbs ikut war,0.5
13465,65,2022-05-16 23:14:41+00:00,"Semangat diet lagi nih, berat memulainya🫠",semangat diet lagi nih berat memulainya,0.5
13466,66,2022-05-16 23:14:09+00:00,"Njirrrrr dari kampung bb nambah 4,2 kg🥹🥹🥹🥹🥹",njirrrrr dari kampung bb nambah 42 kg,0.5
13473,73,2022-05-16 23:11:25+00:00,@kimtaenergy jam 10 wib,jam 10 wib,0.5
13502,2,2022-05-17 23:57:12+00:00,CHANGJAE where?🥺,changjae where,0.5
13503,3,2022-05-17 23:57:12+00:00,Banyak eh tanda tanya dlm pikiran… erm xsuka this feeling 😔,banyak eh tanda tanya dlm pikiran erm xsuka this feeling,0.5
13508,8,2022-05-17 23:52:59+00:00,@Youngsimba333 @DegenDojoNFT @BohemiaArtFair @catalinawhales @bbsolana @CetsOnCreck @TombStonedHS Solana is 👌🏿,solana is,0.5
13510,10,2022-05-17 23:52:21+00:00,Pepagi rasa nak menangis .😭,pepagi rasa nak menangis,0.5
13520,20,2022-05-17 23:43:12+00:00,Dari cuti raya sampai lah sekarang tak henti2 orang tanya kenapa kurus 🥲 penatnya nak menjawab,dari cuti raya sampai lah sekarang tak henti2 orang tanya kenapa kurus penatnya nak menjawab,0.5714285714285714
13547,47,2022-05-17 23:28:51+00:00,"今朝のお茶🫖
モリンガwith spearmint&amp;sage
飲みやすくて良い💚 https://t.co/k6dtr6PbsJ",with spearmintandsage,0.5
13548,48,2022-05-17 23:28:41+00:00,Goob morning! https://t.co/7wLIpIiXUo,goob morning,0.5
13562,62,2022-05-17 23:15:34+00:00,Tara kape!,tara kape,0.5
13636,36,2022-05-18 23:33:23+00:00,Bodoh singgah Bali ah !! Jumpe di sana,bodoh singgah bali ah jumpe di sana,0.5714285714285714
13650,50,2022-05-18 23:24:14+00:00,Wkwk fascinating,wkwk fascinating,0.5
13652,52,2022-05-18 23:20:12+00:00,"@Shaamniii Itu la kena try dulu, aku cari rumah yang jalan kaki ja nak ke border tu.",itu la kena try dulu aku cari rumah yang jalan kaki ja nak ke border tu,0.5
13653,53,2022-05-18 23:19:23+00:00,Males bgt😔,males bgt,0.5
13655,55,2022-05-18 23:19:06+00:00,Masanay nalang ta sini always mag self comfort.. Hooooh!,masanay nalang ta sini always mag self comfort hooooh,0.5555555555555556
13674,74,2022-05-18 23:04:42+00:00,"I'm at BFT Geylang Bahru in Kallang, Singapore https://t.co/8fxLbbSH2e",im at bft geylang bahru in kallang singapore,0.5
13726,26,2022-05-19 23:43:58+00:00,"@RicardoBSalinas El me dijo esta frase. ""piensa las cosas antes de hacerlas"". A la fecha nunca la he podido implementar. Jajaja",el me dijo esta frase piensa las cosas antes de hacerlas a la fecha nunca la he podido implementar jajaja,0.55
13749,49,2022-05-19 23:26:29+00:00,"Yee buka pukul 8 , jadi kena la awal. Ni pun dah beratur. Baru pintu 1 ni belum pintu2 lain 🥲 https://t.co/QtPctkQUYg",yee buka pukul 8 jadi kena la awal ni pun dah beratur baru pintu 1 ni belum pintu2 lain,0.5
13797,97,2022-05-19 22:56:12+00:00,Thank you my ❤️  ini semua tak ternilai dibandingkan dengan apa yang awak lalui 🤲🏻 https://t.co/xvUeP6HXBh,thank you my ini semua tak ternilai dibandingkan dengan apa yang awak lalui,0.5384615384615384
13828,28,2022-05-20 23:24:14+00:00,@tanhuiyi Order nao,order nao,0.5
13887,87,2022-05-20 22:44:31+00:00,@NftRamo DOX NOW https://t.co/8JVI6W7jHS,dox now,0.5
13896,96,2022-05-20 22:37:01+00:00,Demi sesenduk nasi kan mari la bekerja smpai malam 😩,demi sesenduk nasi kan mari la bekerja smpai malam,0.5555555555555556
13898,98,2022-05-20 22:36:40+00:00,@FaizBilat Wow.. Hahahhaa blh imagine,wow hahahhaa blh imagine,0.5
13922,22,2022-05-21 23:35:02+00:00,Bissmillah aja walaupun cape hati cape pikiran cape badan ;),bissmillah aja walaupun cape hati cape pikiran cape badan,0.5555555555555556
13923,23,2022-05-21 23:33:30+00:00,@embunkarinapoet Morning kakbun,morning kakbun,0.5
13935,35,2022-05-21 23:20:31+00:00,"I pray  na makapagpatawad ka kahit wala kang narinig na ""sorry"", magpatuloy ka kahit walang ""thank you"" at makapag move on ka kahit walang ""paalam"". Kaya mo yan aking sarili.🥺 pag on ni! Si bep bep pa!.",i pray na makapagpatawad ka kahit wala kang narinig na sorry magpatuloy ka kahit walang thank you at makapag move on ka kahit walang paalam kaya mo yan aking sarili pag on ni si bep bep pa,0.5405405405405406
13945,45,2022-05-21 23:13:19+00:00,"May phone naman  ako,yung oppo or iphone, they serve same purpose.  Pareho padin cellphone. Ayoko na nang mga fake validations galing sa paligid ko.  🥴",may phone naman akoyung oppo or iphone they serve same purpose pareho padin cellphone ayoko na nang mga fake validations galing sa paligid ko,0.5833333333333334
13956,56,2022-05-21 22:56:22+00:00,Tara kape! https://t.co/mXnW1NUAwr,tara kape,0.5
13959,59,2022-05-21 22:53:03+00:00,"Ito po yung pinaka mahirap na phase ng buhay ko,dito sa malayo,nag iisa. (Most of the time) Solo lahat.. Lord, sobrang nakakapagod dito sa mundo, kailangan ko po ng yakap Nyo, 'yung sobrang higpit po sana. 🥺 
blessed Sunday! https://t.co/8hOwwP2n7u",ito po yung pinaka mahirap na phase ng buhay kodito sa malayonag iisa most of the time solo lahat lord sobrang nakakapagod dito sa mundo kailangan ko po ng yakap nyo yung sobrang higpit po sana blessed sunday,0.5789473684210527
13967,67,2022-05-21 22:48:23+00:00,Selamat Pengantin Baru Yam &amp; Isteri https://t.co/8NxLCPaL0j,selamat pengantin baru yam and isteri,0.5
13974,74,2022-05-21 22:30:16+00:00,"Tq mummy jemput Kami....
Since 2006, xpernah lupa....
Congratulations dpt menantu ke-3 ✌️ https://t.co/9mOIUEHra2",tq mummy jemput kami since 2006 xpernah lupa congratulations dpt menantu ke3,0.5
13980,80,2022-05-21 22:18:49+00:00,@HKanjo34 Tu lagi pishang do,tu lagi pishang do,0.5
13991,91,2022-05-21 22:01:47+00:00,"@azoErBn6znRj40e フリーザ様スマイルwwwww
どもですw",wwwww w,0.5
14033,33,2022-05-22 23:42:14+00:00,Goodmorning everyone !! ☀️,goodmorning everyone,0.5
