,date,content,cleaned_content
8035,2022-05-20 09:45:40+00:00,@CiCiSota__ Choose both,choose both
8036,2022-05-20 09:45:38+00:00,as soon as someone lets me exhale a deep sigh… it’s fr over https://t.co/mvl9NMchUN,as soon as someone lets me exhale deep sigh it s fr over
8037,2022-05-20 09:45:37+00:00,@_Milli__ Maybe he wanted that Beckham status but no one will ever come close to that GOAT,maybe he wanted that beckham status but no one will ever come close that goat
8038,2022-05-20 09:45:34+00:00,"@w_fallon If he negotiated it, mino taught him very well",if he negotiated it mino taught him very well
8039,2022-05-20 09:45:32+00:00,@RedPillVegan Why are vegans so aggressive and toxic? Carnivore actually works for a lot of ppl,why are vegans so aggressive toxic carnivore actually works lot ppl
8040,2022-05-20 09:45:32+00:00,saw a glimpse of nadia jaftha yesterday. that woman is so beautiful. my goodness! 😩.,saw glimpse nadia jaftha yesterday that woman is so beautiful my goodness
8041,2022-05-20 09:45:32+00:00,Media: In Conversation With | Jack Miller -- YouTube Videos MotoGP - https://t.co/I4zd4E7PVu #media #news #videos #music https://t.co/uBPR4Q00OX,media conversation with jack miller youtube videos motogp
8042,2022-05-20 09:45:32+00:00,@KaizerChiefs Who's is he admin 🤔 👀,whos is he admin
8043,2022-05-20 09:45:29+00:00,"@rfhaviland @LozSchlepper37L Didn’t Hurd write a decent history of F Secs up to his time? Can’t remember title now, but even the worst appears a paragon compared to the recent clowns",didn t hurd write decent history f secs up his time can t remember title now but even worst appears paragon compared recent clowns
8044,2022-05-20 09:45:27+00:00,@MlamliTshaka @Mnumzana_Hlubi @NyanisoMfeketho Nenzani ngam. I am here. Ow Mlamli is my Colleague bethuna 😊,nenzani ngam i am here ow mlamli is my colleague bethuna
8045,2022-05-20 09:45:27+00:00,"A South African Brandy has been Named Best Wine Brandy in the World
https://t.co/uYAknxcFRD",south african brandy has been named best wine brandy world
8046,2022-05-20 09:45:26+00:00,#delishlife  #fishnchips #houtbay #goodfood #fridayvibes #special #cozy https://t.co/WmGYGbbZ0f,
8047,2022-05-20 09:45:25+00:00,@MponengMokgala2 https://t.co/NhVEdME2zj,
8048,2022-05-20 09:45:23+00:00,@KeletsoMss 25 https://t.co/izKYXeT5O6,25
8049,2022-05-20 09:45:23+00:00,"In my opinion, the relationship Resolve Communications has with the Western Cape government - and I would expect all these other places where the DA now governs - is no different from ooMamKhize &amp; the cronies have with ANC-led governments.",my opinion relationship resolve communications has with western cape government i would expect all these other places where da now governs is no different oomamkhize amp cronies have with anc led governments
8050,2022-05-20 09:45:22+00:00,"But because Tony has that nice vaguely corrupt pipeline to the WC govt he's guaranteed these multimillion rand contracts either from the government itself or private businesses &amp; individuals who want access to the WC govt, no matter that Resolve can't actually do the work.",but because tony has that nice vaguely corrupt pipeline wc govt hes guaranteed these multimillion rand contracts either government itself or private businesses amp individuals who want access wc govt no matter that resolve cant actually do work
8051,2022-05-20 09:45:21+00:00,"Resolve Communications, Tony Leon's PR firm, constantly becomes part of the story they work on for their clients, and that's just being crap at PR far as I'm concerned. https://t.co/bzpqplnlkF",resolve communications tony leons pr firm constantly becomes part story they work their clients thats just being crap at pr far as im concerned
8052,2022-05-20 09:45:21+00:00,@Mikeyconnor94 I am glad you got my point,i am glad you got my point
8053,2022-05-20 09:45:18+00:00,Any way to get AlertDialog with custom view not to push positive/negative buttons off screen on Android 12? #android  screen shots show &lt; Android 12 on left https://t.co/Bi2iUwdfC4,any way get alertdialog with custom view not push positive negative buttons off screen android 12 screen shots show lt android 12 left
8054,2022-05-20 09:45:18+00:00,With a bit of cinnamon too. 🥺,with bit cinnamon too
8055,2022-05-20 09:45:16+00:00,ey man 😭😭 https://t.co/PZVDpU25hP,ey man
8056,2022-05-20 09:45:15+00:00,"Everyone is welcome at the Zimmatic stand, located at stall C32. We’re ready to show you how your farming operation can benefit from our products.

#NAMPO2022 #Agriexpo #Agriculture #Zimmatic https://t.co/SowfWBumDV",everyone is welcome at zimmatic stand located at stall c32 we re ready show you how your farming operation can benefit our products
8057,2022-05-20 09:45:15+00:00,"@Samke_Mabaso Tyini, imagine just being like ok siyajola kanti NO!! 🤣🤣",tyini imagine just being like ok siyajola kanti no
8058,2022-05-20 09:45:13+00:00,@Thwema1 @Gift_Makoti_ Send your rate card,send your rate card
8059,2022-05-20 09:45:12+00:00,@9b75 @vpgamers_ @VPGamers2 @vpcontext @VPGameExhibit @ZarnGaming @Guerrilla @ArtistSociet Thank you Fuz🐰I'm glad you liked my Tallneck picture and I'm also a fan of Tallneck's☺️,thank you fuz im glad you liked my tallneck picture im also fan tallnecks
8060,2022-05-20 09:45:12+00:00,@AndreGeel Sounds alot like the early days of Bulls in super rugby? How long did it take us to be competative away from home? I remember even the Tahs would put up 60 against our boys back in the early days.,sounds alot like early days bulls super rugby how long did it take us be competative away home i remember even tahs would put up 60 against our boys back early days
8061,2022-05-20 09:45:11+00:00,@Wikipedia wikipedia is down!!!,wikipedia is down
8062,2022-05-20 09:45:11+00:00,@Robina_Bobi The hardest but the most necessary process.,hardest but most necessary process
8063,2022-05-20 09:45:10+00:00,@Lofie18815443 @TshwaneEff OK sikubonile,ok sikubonile
8064,2022-05-20 09:45:09+00:00,This thread and other show members watching them celebrate 😂😂😂😂😂 https://t.co/nMblCB9Hkj,this thread other show members watching them celebrate
8065,2022-05-20 09:45:09+00:00,@_Hermano_7 Lol but still 😕,lol but still
8066,2022-05-20 09:45:08+00:00,@palesambale “him” https://t.co/c27jL1xVGM,him
8067,2022-05-20 09:45:07+00:00,@Bodied_By_Nguni Akadinwa. Ngathi ngu Bheki from Bolt! 😭,akadinwa ngathi ngu bheki bolt
8068,2022-05-20 09:45:05+00:00,The Daisyland prices🥴,daisyland prices
8069,2022-05-20 09:45:05+00:00,I need 4 items here https://t.co/ZT8bJ5VNRm,i need 4 items here
8070,2022-05-20 09:45:03+00:00,@TebDunc @Anelemehlo https://t.co/Mwd09jj5l7,
8071,2022-05-20 09:45:02+00:00,"Must have at least 3 to 4 years’ Reception and Office Administration experience 

PLEASE NOTE:
Position Type: 3 Month Fixed Term Contract
Must be able to start immediately

More Vacancies Visit.. https://t.co/vKMOTLYSI2",must have at least 3 4 years reception office administration experience please note position type 3 month fixed term contract must be able start immediately more vacancies visit
8072,2022-05-20 09:45:02+00:00,@schikanza I think this guy is milking the first lady....and those guys once they start to look for yu better watch yu back like never before.....,i think this guy is milking first lady those guys once they start look yu better watch yu back like never before
8073,2022-05-20 09:45:02+00:00,"You might have breathed a sigh of relief that Huggy Wuggy seems to have taken a back seat, but it appears that a new 'demonic' character is doing the rounds, already.

Read the full story here: https://t.co/z38KdLFphU",you might have breathed sigh relief that huggy wuggy seems have taken back seat but it appears that new demonic character is doing rounds already read full story here
8074,2022-05-20 09:45:01+00:00,"Vacancy: Receptionist / Office Administration
Town: Cape Town
Salary: R10 000 – R12 000 per month
Email: info@performitpersonnel.co.za
Position Type: 3 Month Contract

Renowned Company in Milnerton in Cape Town is seeking an experienced Receptionist / Office Administration.",vacancy receptionist office administration town cape town salary r10 000 r12 000 per month email info co za position type 3 month contract renowned company milnerton cape town is seeking experienced receptionist office administration
8075,2022-05-20 09:45:00+00:00,"WATCH: Blitzboks to shake things up

The Blitzboks are hoping to put a few disappointing performances in recent tournaments behind them when they play in the France Sevens this weekend.
https://t.co/OKzkCn9oYD",watch blitzboks shake things up blitzboks are hoping put few disappointing performances recent tournaments behind them when they play france sevens this weekend
8076,2022-05-20 09:45:00+00:00,"URC 2022

Ulster v Sharks
when: 20 May at 20h35
where: Ireland

Ospreys v Bulls
when: 20 May at 21h10
where: Wales

Dragons v Lions
when: 21 May at 16h00
where: Wales

Llanelli Scarlets v Stormers
when: 21 May at 18h10
where: Wales

https://t.co/F6WLbfpBI6 https://t.co/3TJKBZEeeD",urc 2022 ulster v sharks when 20 may at 20h35 where ireland ospreys v bulls when 20 may at 21h10 where wales dragons v lions when 21 may at 16h00 where wales llanelli scarlets v stormers when 21 may at 18h10 where wales
8077,2022-05-20 09:45:00+00:00,@Desiree_Laverne I dare say we agree on more things than we disagree on. Keeps life interesting ☺️,i dare say we agree more things than we disagree keeps life interesting
8078,2022-05-20 09:45:00+00:00,Mbappe staying??,mbappe staying
8079,2022-05-20 09:44:58+00:00,"What is the WEIRDEST pie-filling you have ever eaten???? 

What pie would you never eat again???

#DownWithPiesPlease",what is weirdest pie filling you have ever eaten what pie would you never eat again
8080,2022-05-20 09:44:57+00:00,Craving for oatmeal with plain yoghurt and banana. 😭,craving oatmeal with plain yoghurt banana
8081,2022-05-20 09:44:56+00:00,@xborg_official I am in ConnnyBoi#6306,i am connnyboi
8082,2022-05-20 09:44:53+00:00,"There seems to be a lack of humanity as well. They don’t give a fckuck about their fellow man. 
As far as they are concerned it’s “what can I get or steal and screw you. It’s all about ME” https://t.co/yQlEfk3zf9",there seems be lack humanity as well they don t give fckuck about their fellow man as far as they are concerned it s what can i get or steal screw you it s all about me
8083,2022-05-20 09:44:51+00:00,@AyemYou1 Thank you very much 💖🌺🦋,thank you very much
8084,2022-05-20 09:44:49+00:00,"@aycawe Mount Ayliff is also there, must we add it to the list of metros?

In all seriousness, even places like Pietermaritzburg have a better case to make for this. You can't use metro status as a shortcut to economic growth or prestige.",mount ayliff is also there must we add it list metros all seriousness even places like pietermaritzburg have better case make this you cant use metro status as shortcut economic growth or prestige
8085,2022-05-20 09:44:47+00:00,@achums95 @ElDavids1 @kaizerm_jr @gnxumalo1 @Master_P_61703 @KaizerChiefs Ok now l understand thanks khosi lami,ok now l understand thanks khosi lami
8086,2022-05-20 09:44:47+00:00,@YesPlaySA @DimakatsoS05 @Tlothatso2 @prabz4lyf,
8087,2022-05-20 09:44:47+00:00,"@Vicky2CAres Thats if he has one😂😂but yess chest must be out its mandatory
COUNTDOWN TO BIG25 
EMMABILLION UNLOCKED 
A DAY TO BIG25
#EmmanuelUmoh 
#MayForEmmanuel",thats if he has one but yess chest must be out its mandatory countdown big25 emmabillion unlocked day big25
8088,2022-05-20 09:44:47+00:00,@camagumayeye_ yheyhi into yoba kwamlungu😭😭,yheyhi into yoba kwamlungu
8089,2022-05-20 09:44:42+00:00,"Company based in Edenvale, JHB EAST
Looking for a full time junior draughts person (male/female) to join our team. 

SigmaNest &amp; AutoCad experience NOT NEGOTIABLE
Bilingual - Afrikaans &amp; English

Mhattonjones@yahoo.com Or reception@pcd.za.com",company based edenvale jhb east looking full time junior draughts person male female join our team sigmanest amp autocad experience not negotiable bilingual afrikaans amp english mhattonjones com or reception za com
8090,2022-05-20 09:44:42+00:00,"@ZeusUncrowned Kudzidzisa vanhu  peace, we might  differ  in  political affiliation but we are still  brothers and sisters.",kudzidzisa vanhu peace we might differ political affiliation but we are still brothers sisters
8091,2022-05-20 09:44:42+00:00,@CMogoeng Responsible voters who don’t think 🤔 about their stomachs for a while. Visionary citizens !!!,responsible voters who don t think about their stomachs while visionary citizens
8092,2022-05-20 09:44:41+00:00,https://t.co/hjwPfRXmwi https://t.co/sAWs35csip,
8093,2022-05-20 09:44:40+00:00,"20 - Since their first CAFCC match in 2004, this will be Orlando Pirates 20th match played on a Friday (all comps). They've lost just one of 19 Friday fixtures since then, winning 10 and drawing the other eight. Omen? #CAFCCFinal https://t.co/DiyxWHSiaT",20 since their first cafcc match 2004 this will be orlando pirates 20th match played friday all comps theyve lost just one 19 friday fixtures since then winning 10 drawing other eight omen
8094,2022-05-20 09:44:39+00:00,@jhenifa_ October 19,october 19
