,date,content,cleaned_content
9833,2022-05-20 08:05:58+00:00,@dao_f3 Hi,hi
9834,2022-05-20 08:05:57+00:00,"It was initiated but daily it shows return started but no one came when I chat/customer care they tell they escalate &amp; told new request for return,product keep with me but it will get damage &amp; then Amazon pickup will say that product isn't that it's old now,is this correct?",it was initiated but daily it shows return started but no one came when i chat customer care they tell they escalate amp told new request return product keep with me but it will get damage amp then amazon pickup will say that product isnt that its old now is this correct
9835,2022-05-20 08:05:57+00:00,"Instead of Cambridge University, right places for full-house address would be Mithila University, Magadh University, Garhwal University, Punjab University etc. 

If the idea is to beat sultry summer here, then London is certainly good choice.

#Cambridge",instead cambridge university right places full house address would be mithila university magadh university garhwal university punjab university etc if idea is beat sultry summer here then london is certainly good choice
9836,2022-05-20 08:05:57+00:00,@milibh08 Seedhi Barrielly se aa rahi ho shayad  ?🤔🤔😊😊,seedhi barrielly se aa rahi ho shayad
9837,2022-05-20 08:05:57+00:00,@KavitaVijay9 @floki310 👏💐,
9838,2022-05-20 08:05:56+00:00,"Looking for long-term security what could be better than real estate investment?

The @Landshareio project uses real estate as the central component and develops a trillion-dollar economy. 

$LAND #realestateinvesting https://t.co/QqCNKd3uCd",looking long term security what could be better than real estate investment project uses real estate as central component develops trillion dollar economy land
9839,2022-05-20 08:05:55+00:00,@SatveerINC @HardikPatel_ 😊😊👍🏻,
9840,2022-05-20 08:05:55+00:00,https://t.co/qqwoyRo6YY,
9841,2022-05-20 08:05:55+00:00,"पता नहीं कितनी गालिया सुनता है ये मोटा ,रोना रोयेगा तो सिर्फ हिन्दू मुस्लिम का ही ग६ड|| https://t.co/OTZxW7Tk5Y",
9842,2022-05-20 08:05:54+00:00,"रेल भर्ती घोटाला से जुड़े मामले में लालू यादव और बेटी मीसा भारती के खिलाफ नया केस हुआ दर्ज,लालू-राबड़ी-मीसा भार... https://t.co/P6GDt5bWsj",
9843,2022-05-20 08:05:54+00:00,"Yes, @CCI_India has been doing a great job, but there are some newer industries like e-comm that require more sought-after policies &amp; rules of operation from them. The markets are rapidly modernizing in newer ways, older laws can't conform to it. https://t.co/PpJY5HxFtv",yes has been doing great job but there are some newer industries like e comm that require more sought after policies amp rules operation them markets are rapidly modernizing newer ways older laws cant conform it
9844,2022-05-20 08:05:54+00:00,"@justvoot #BurePhasseUmar
S",s
9845,2022-05-20 08:05:53+00:00,🙂 https://t.co/RfCYTi1rHb,
9846,2022-05-20 08:05:53+00:00,"Dear cbse, 

Jis bhi teacher ne aaj ka physics exam bnaya hai please use nikal do yaar q bacho ke sath essa kry ho. 

Regards.",dear cbse jis bhi teacher ne aaj ka physics exam bnaya hai please use nikal do yaar q bacho ke sath essa kry ho regards
