,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
976,976,2022-09-26 13:06:39+00:00,@AmmyXDee Happy New Year to you Ammy!!!,happy new year you ammy,0.8
997,997,2022-09-26 13:06:20+00:00,Germany’s economic ministry just said it has no idea why pressure in one of the two Nord Stream 2 pipeline pipes dropped to almost zero overnight. #EnergyCrisis https://t.co/Q22fBwlmMu,germany s economic ministry just said it has no idea why pressure one two nord stream 2 pipeline pipes dropped almost zero overnight,0.8636363636363636
998,998,2022-09-26 13:06:19+00:00,"hehe some of the more recent pics from my REALITY stream earlier this morning, love the people in these pics so much 🥰 we cuddlin and vibin https://t.co/MI9t5Nc4U0",hehe some more recent pics my reality stream earlier this morning love people these pics so much we cuddlin vibin,0.8
1007,1007,2022-09-26 13:06:10+00:00,"@marlon67_ Listen!! Yoh, when people started dying, we were all kept on the edge of our seats... I love how they did it... Also when Laurel went MIA and we were all on some.. Whaaat",listen yoh when people started dying we were all kept edge our seats i love how they did it also when laurel went mia we were all some whaaat,0.8620689655172413
1008,1008,2022-09-26 13:06:10+00:00,@Esu_N_ but you said you also needed a new phone 🤔 and pc 🤔 and a list of our pinned stuff 🤪,but you said you also needed new phone pc list our pinned stuff,0.8461538461538461
1013,1013,2022-09-26 13:06:03+00:00,1-hour PM2.5 concentration at 9pm is 14-17 microgram per cubic metre.,1 hour pm2 5 concentration at 9pm is 14 17 microgram per cubic metre,0.875
1018,1018,2022-09-26 13:05:59+00:00,@NoliaTree Wishing you a speedy recovery Nolia! 🧡,wishing you speedy recovery nolia,0.8
1040,1040,2022-09-26 13:05:41+00:00,"@JusttheZooofUs Listener from Singapore here, I started subscribing and listening to your entire back catalogue maybe a year ago, and finally caught up with this episode. Great to see colugos getting a shoutout! Here's one that I got close to a few years back:

https://t.co/frhCavHNHP",listener singapore here i started subscribing listening your entire back catalogue maybe year ago finally caught up with this episode great see colugos getting shoutout heres one that i got close few years back,0.8823529411764706
1050,1050,2022-09-26 13:05:29+00:00,"Not Because they are my fave, It's because HISTORICAL DRAMA is My top DRAMA GENRES it's more realistic and every actors who are in this drama really shows thier acting CAPABILITIES, it's not about CGI WORKS and too much VFX.
#StoryOfKunningPalace 
#ZhangLinghe x #Bailu Supremacy https://t.co/I2WSEwMyNI",not because they are my fave its because historical drama is my top drama genres its more realistic every actors who are this drama really shows thier acting capabilities its not about cgi works too much vfx x supremacy,0.8974358974358975
1054,1054,2022-09-26 13:05:26+00:00,I'm starting to think that Twitter is not for me 😅,im starting think that twitter is not me,0.875
1067,1067,2022-09-26 13:05:20+00:00,Things could feel larger than life today -- or perhaps it's yo... More for Aries https://t.co/GjEfXsABiU,things could feel larger than life today or perhaps its yo more aries,0.8461538461538461
1079,1079,2022-09-26 13:05:08+00:00,King Chody is the Undisputed World Fighting Champion! *blinks*,king chody is undisputed world fighting champion blinks,0.875
1092,1092,2022-09-26 13:04:56+00:00,"In case you don’t know. We have a internal pnpm talk from @ZoltanKochan for Shopee developers. If you work at Shopee, feel free to scan the QR code and join our zoom session tomorrow. https://t.co/c3UWf2c7XU",case you don t know we have internal pnpm talk shopee developers if you work at shopee feel free scan qr code join our zoom session tomorrow,0.8518518518518519
1098,1098,2022-09-26 13:04:53+00:00,@hello98229590 @BitDAO_Official Thanks for sharing. @BitDAO_Official is a different animal.,thanks sharing is different animal,0.8
1100,1100,2022-09-26 13:04:51+00:00,"the fact that the main trio are fighting Kevin on the moon in the next honkai arc is really saddening when you think about that one apho 2 emote where grown-up Bronya and Mei are on Earth, looking at the moon 😥",fact that main trio are fighting kevin moon next honkai arc is really saddening when you think about that one apho 2 emote where grown up bronya mei are earth looking at moon,0.84375
1103,1103,2022-09-26 13:04:48+00:00,@NCTsmtown Is this going to be the last of the NCT Show???,is this going be last nct show,0.8571428571428571
1110,1110,2022-09-26 13:04:44+00:00,"Fed: 100-125bps by Year-end Then Stop 
Bottom line: The dots and Fed Chair Jerome Powell’s comments suggest ...
More https://t.co/CPSOvmGgpO
Free trial: https://t.co/4TpItwJnSz
#trading $usd #emergingmarkets #centralbanks #fed #assetmanagement #macroeconomics #financialmarkets https://t.co/JreoDZIQQU",fed 100 125bps by year end then stop bottom line dots fed chair jerome powell s comments suggest more free trial usd,0.85
1113,1113,2022-09-26 13:04:42+00:00,There is a cosmic emphasis on doing things for yourself at thi... More for Pisces https://t.co/IxNT2eYALV,there is cosmic emphasis doing things yourself at thi more pisces,0.8181818181818182
1117,1117,2022-09-26 13:04:38+00:00,@lianbuan Well the judge can be replaced anyway!,well judge can be replaced anyway,0.8333333333333334
1129,1129,2022-09-26 13:04:29+00:00,"@babyghoulvt ooo, i recently started using clip studio for my scuffed ass art XD If I ever need may I come to you for advice :)",ooo i recently started using clip studio my scuffed ass art xd if i ever need may i come you advice,0.8095238095238095
1141,1141,2022-09-26 13:04:18+00:00,You're ready to show everyone what you can do -- until your at... More for Capricorn https://t.co/toxMuaXeIY,youre ready show everyone what you can do until your at more capricorn,0.8461538461538461
1143,1143,2022-09-26 13:04:17+00:00,Things could feel larger than life today -- or perhaps it's yo... More for Aries https://t.co/EVhudySnmr,things could feel larger than life today or perhaps its yo more aries,0.8461538461538461
1147,1147,2022-09-26 13:04:14+00:00,"@AyeniOluwagben4 2D holders could stake your nfts to get $Whale token,too",2d holders could stake your nfts get whale token too,0.8888888888888888
1154,1154,2022-09-26 13:04:09+00:00,[支持英鎊匯價] 除咗買馬田博士鞋、Raspberry Pi、吉伯利朱古力同Marmite 之外，仲有乜嘢係made in Uk?,raspberry pi marmite made uk,0.8
1170,1170,2022-09-26 13:03:54+00:00,@saltyliberal74 What? They’ve banned it? I thought it would be required reading from 10 years old. Getting them ready.,what they ve banned it i thought it would be required reading 10 years old getting them ready,0.8235294117647058
1206,1206,2022-09-26 13:03:27+00:00,i am so gonna struggle,i am so gonna struggle,0.8
1207,1207,2022-09-26 13:03:26+00:00,@Umairorkz @greenshoelf @meirajhaq @yarramishog Cmon let ethel win once!! Oh no not again 🫠,cmon let ethel win once oh no not again,0.8888888888888888
1208,1208,2022-09-26 13:03:24+00:00,Things could feel larger than life today -- or perhaps it's yo... More for Aries https://t.co/KT0jUJGh69,things could feel larger than life today or perhaps its yo more aries,0.8461538461538461
1209,1209,2022-09-26 13:03:24+00:00,You're ready to show everyone what you can do -- until your at... More for Capricorn https://t.co/CHLxD5P1if,youre ready show everyone what you can do until your at more capricorn,0.8461538461538461
1233,1233,2022-09-26 13:03:05+00:00,@Roshan_Rinaldi Smarter than the average Trump supporter. Which tell you a lot.,smarter than average trump supporter which tell you lot,0.8888888888888888
1235,1235,2022-09-26 13:03:03+00:00,"Why did everyone go so true or yes im asking for ur sex, human",why did everyone go so true or yes im asking ur sex human,0.8461538461538461
1245,1245,2022-09-26 13:02:54+00:00,There is a cosmic emphasis on doing things for yourself at thi... More for Pisces https://t.co/OyyTjPtVTj,there is cosmic emphasis doing things yourself at thi more pisces,0.8181818181818182
1261,1261,2022-09-26 13:02:45+00:00,"Take care ❤️ 
Get well soon ❤️ 
#จานนี้ที่เลิฟxBOUN 
#bb0un https://t.co/i1Hev0UX3W",take care get well soon xboun,0.8333333333333334
1263,1263,2022-09-26 13:02:43+00:00,I Hope i wasn’t wrong.  #LUNC.,i hope i wasn t wrong,0.8333333333333334
1282,1282,2022-09-26 13:02:33+00:00,@solemly_swear @xdereklau @GuildOfGuardian My gf will hate it but same,my gf will hate it but same,0.8571428571428571
1290,1290,2022-09-26 13:02:28+00:00,You're ready to show everyone what you can do -- until your at... More for Capricorn https://t.co/i5EZPAgDro,youre ready show everyone what you can do until your at more capricorn,0.8461538461538461
1299,1299,2022-09-26 13:02:18+00:00,Valorant has the worst community players ever. #VALORANT,valorant has worst community players ever,0.8333333333333334
1301,1301,2022-09-26 13:02:14+00:00,"Our dance video will be on Youtube now too! Check them out for more edited covers!

https://t.co/iHHskKmIdI",our dance video will be youtube now too check them out more edited covers,0.8571428571428571
1303,1303,2022-09-26 13:02:10+00:00,Global Partners Acquires Tidewater Convenience https://t.co/MHsC8yyDZt,global partners acquires tidewater convenience,0.8
1304,1304,2022-09-26 13:02:09+00:00,@marlon67_ They really did....Then moving on to the other seasons each of them slowly began to annoy me... Starting with Wes,they really did then moving other seasons each them slowly began annoy me starting with wes,0.875
1306,1306,2022-09-26 13:02:08+00:00,"@VoteWithARMY WE BELIEVE IN TMARMY

Listen to #YetToCome by #BTS is My trending Song Choice @BTS_twt",we believe tmarmy listen by is my trending song choice,0.8
1312,1312,2022-09-26 13:02:06+00:00,"@hihilion_ In my defense I'm a late bloomer, so a lot of things for our kind, I may not get very quickly HAHAHAHA",my defense im late bloomer so lot things our kind i may not get very quickly hahahaha,0.8823529411764706
1314,1314,2022-09-26 13:02:05+00:00,i can forsee myself laughing my ass off already 😭,i can forsee myself laughing my ass off already,0.8888888888888888
1325,1325,2022-09-26 13:01:55+00:00,"🎉 Congratulations Bizverse for successfully entering the top 10 of Viet Solutions 2022 semi-finals in the category of Business Solution.
 
👉 Check out Bizverse impressive “Pitching hours” here: https://t.co/n0OWJp4a8q
 
#event #vietsolution https://t.co/oPjngYf3r2",congratulations bizverse successfully entering top 10 viet solutions 2022 semi finals category business solution check out bizverse impressive pitching hours here,0.8421052631578947
1332,1332,2022-09-26 13:01:49+00:00,I think America becomes more disgruntled by going to the movies and having an endlessly good time at them,i think america becomes more disgruntled by going movies having endlessly good time at them,0.8
1346,1346,2022-09-26 13:01:41+00:00,"@bedofroses1984 @Burberry @bbrightvc i think so...judging from the show..😂

#BurberrySS23xBright
#BurberrySS23
@Burberry #Burberry
@bbrightvc #bbrightvc",i think so judging show,0.8
1356,1356,2022-09-26 13:01:30+00:00,HDB IS MAKING ME AN ACCOUNTANT😖,hdb is making me accountant,0.8
1358,1358,2022-09-26 13:01:29+00:00,"When he suggested to use Skype, you know that he’s a Millennial 😂",when he suggested use skype you know that he s millennial,0.8181818181818182
1361,1361,2022-09-26 13:01:24+00:00,Temperature is 39.86085 is higher than 35deg C. Taken on 2022-09-26  9:01 pm,temperature is 39 86085 is higher than 35deg c taken 2022 09 26 9 01 pm,0.875
1363,1363,2022-09-26 13:01:24+00:00,Laser power is 0.00844 is low. Taken on 2022-09-26  9:01 pm,laser power is 0 00844 is low taken 2022 09 26 9 01 pm,0.8571428571428571
1364,1364,2022-09-26 13:01:23+00:00,ATOSSA THERAPEUTICS vs. 23andMe: Which is better? https://t.co/mJOsDwIdCM,atossa therapeutics vs 23andme which is better,0.8333333333333334
1370,1370,2022-09-26 13:01:18+00:00,"Canada to lift border vaccine mandates, mandatory masks on planes and trains - BNN Bloomberg https://t.co/E2cqtYWG7M",canada lift border vaccine mandates mandatory masks planes trains bnn bloomberg,0.8181818181818182
1408,1408,2022-09-26 13:00:48+00:00,#Ecommerce: Consumer Goods Categories via @Wearesocial &amp; @Hootsuite Digital 2022 Global Overview Report https://t.co/OXlcZEaOIZ,consumer goods categories via amp digital 2022 global overview report,0.8888888888888888
1427,1427,2022-09-26 13:00:36+00:00,@Rubycxfe Putting my bff and oshi out here on her behalf! She has a crippling addiction to art and loves NSFW! @OasisBYTE fingers crossed!! Good luck to everyone! 😌 https://t.co/hk6FwxwI3n,putting my bff oshi out here her behalf she has crippling addiction art loves nsfw fingers crossed good luck everyone,0.8
1430,1430,2022-09-26 13:00:34+00:00,started watching the crown and wow what a gorgeous tv series! the writing is fantastic,started watching crown wow what gorgeous tv series writing is fantastic,0.8181818181818182
1436,1436,2022-09-26 13:00:31+00:00,Things could feel larger than life today -- or perhaps it's yo... More for Aries https://t.co/KTz0YeOtzf,things could feel larger than life today or perhaps its yo more aries,0.8461538461538461
1448,1448,2022-09-26 13:00:21+00:00,"@TomAaronness 💯 true because you can choose your husband , but your kids couldn't choose their father.",true because you can choose your husband but your kids couldnt choose their father,0.8571428571428571
1451,1451,2022-09-26 13:00:19+00:00,"Sometimes I think my real job as a designer is just abt building TRUST.

• Build trust with the end-users by addressing painpoints
• Facilitate trust b/w diff stakeholders to collab
• Gain trust with senior mgt by adding strategic value

Well put by a fellow design team mate: https://t.co/0scyqBVzDh",sometimes i think my real job as designer is just abt building trust build trust with end users by addressing painpoints facilitate trust b w diff stakeholders collab gain trust with senior mgt by adding strategic value well put by fellow design team mate,0.8409090909090909
1459,1459,2022-09-26 13:00:14+00:00,"Im going to skip today, need a rest break and sleep 😵",im going skip today need rest break sleep,0.875
1473,1473,2022-09-26 13:00:07+00:00,@tinyjyjp 🥳🥳🥳🥳🥳 THANK YOU! Excited me heehee~,thank you excited me heehee,0.8
1479,1479,2022-09-26 13:00:04+00:00,"Pro democracy youths in a village, Salingyi Township, are still marching with vigor to keep opposing the military dictatorship.   #2022Sept26Coup #HelpMyanmarIDPs #WhatsHappeningInMyanmar https://t.co/X73d9ZT32j",pro democracy youths village salingyi township are still marching with vigor keep opposing military dictatorship,0.8666666666666667
1483,1483,2022-09-26 13:00:02+00:00,@xPud_Pud you maybe smol but you are a big cuddle cutie,you maybe smol but you are big cuddle cutie,0.8888888888888888
1490,1490,2022-09-26 13:00:01+00:00,"Do you remember what went down when Mima Ito &amp; Margaryta Pesotska went head to head at #ITTFWorlds2018? 

Watch the full match to find out 👉 https://t.co/hMbcGpHLAY

#WTT #WTTSmashback #Chengdu2022 #TableTennis #PingPong #MimaIto #MargarytaPesotska #WTTWatchParty #ITTFWorlds2022 https://t.co/IsSTZZjoAo",do you remember what went down when mima ito amp margaryta pesotska went head head at watch full match find out,0.8095238095238095
1491,1491,2022-09-26 13:00:01+00:00,"⏳ FINAL day for the #ONTO x @RoaoGame  #Giveaway!

Complete all tasks on @taskonxyz to split 500 $USDT + $500 $ROAO! 🤑

Act now 👇
https://t.co/DCMiYtpn2l https://t.co/lKRhMgOhs9",final day x complete all tasks split 500 usdt 500 roao act now,0.8181818181818182
1492,1492,2022-09-26 13:00:01+00:00,"#Animation technical director @Lyon28, who’s worked on @Pixar hits like @toystory 4 &amp; @TheIncredibles 2, shares his advice for aspiring artists &amp; programmers: https://t.co/440NCBcRs4 https://t.co/bBTprJ7t26",technical director who s worked hits like 4 amp 2 shares his advice aspiring artists amp programmers,0.8666666666666667
1495,1495,2022-09-26 13:00:00+00:00,"How 🤩 FANTABULOUS 🤩 does the Tiny Tina’s Wonderlands collection look together?

Available on https://t.co/4hkgGAx6VC

#MightyJaxx #Toy #TTW #Stallion #Collectible https://t.co/4MTFXDNfDD",how fantabulous does tiny tina s wonderlands collection look together available,0.8181818181818182
1524,1524,2022-09-26 12:59:26+00:00,i’m definitely gonna jog tonight,i m definitely gonna jog tonight,0.8333333333333334
1545,1545,2022-09-26 12:59:06+00:00,@IndodaEqotho He needs pink water ngeke.,he needs pink water ngeke,0.8
1565,1565,2022-09-26 12:58:51+00:00,"@MrKovalenko Provided this is supported with proofs, this could/would make Iran a belligerent, opening the way for strikes etc...",provided this is supported with proofs this could would make iran belligerent opening way strikes etc,0.8125
1575,1575,2022-09-26 12:58:46+00:00,"HI I JAVENT READ THE BOOKS so no spoilers but I THINK LARYS IS THE RAT!!! he’s a warg like bran, blood of the first men magic thingamajig n all… bitches keep bringing up rats in the show so i’m fairly certain",hi i javent read books so no spoilers but i think larys is rat he s warg like bran blood first men magic thingamajig n all bitches keep bringing up rats show so i m fairly certain,0.8648648648648649
1591,1591,2022-09-26 12:58:23+00:00,"3 years ago today was the beginning of our lives changing forever. Interview @NLCSIntlLtd &amp; didn’t ever think I’d actually get the job! Pics show pre &amp; post interview🥂😅So grateful for the constant belief &amp; support from family, friends &amp; wonderful colleagues @miskinpri ❤️ https://t.co/fKEppqujKP",3 years ago today was beginning our lives changing forever interview amp didn t ever think i d actually get job pics show pre amp post interview so grateful constant belief amp support family friends amp wonderful colleagues,0.8108108108108109
1628,1628,2022-09-26 12:57:52+00:00,just wanna say there were worse comments after you left @DivineKEKW HAHAHAHA,just wanna say there were worse comments after you left hahahaha,0.8181818181818182
1655,1655,2022-09-26 12:57:30+00:00,"Wishing you health and happiness on this special day. Happy Rosh Hashanah!

#roshhashanah #scsoft #aurionpro https://t.co/SjipNGctqr",wishing you health happiness this special day happy rosh hashanah,0.8
1657,1657,2022-09-26 12:57:29+00:00,@FintwitDecoded Prior research is extremely needed for a successful launch 😃,prior research is extremely needed successful launch,0.8571428571428571
1661,1661,2022-09-26 12:57:28+00:00,"@Tatujapa Edgar, how much of that bottle have you already drank-",edgar how much that bottle have you already drank,0.8888888888888888
1674,1674,2022-09-26 12:57:16+00:00,SHOULD I JUST GO FOR BLG??,should i just go blg,0.8
1677,1677,2022-09-26 12:57:15+00:00,@fordlynxrs @chairman_GLC So which one is better? Thinkware of DDPai for output video quality?,so which one is better thinkware ddpai output video quality,0.8
1687,1687,2022-09-26 12:57:10+00:00,Outlook for the UK is eye watering painful according to @tEconomics https://t.co/3Or9fnzLmi,outlook uk is eye watering painful according,0.8571428571428571
1689,1689,2022-09-26 12:57:10+00:00,This! Focus on BTS only! Dont waste energy,this focus bts only dont waste energy,0.8571428571428571
1702,1702,2022-09-26 12:57:02+00:00,"📢Partnership Announcement 

We have formed a strategic partnership with @thezkcross  

ZKCross is a zk-SNARK-based multi blockchain layer on top of native #multichain applications can run
safely and efficiently.

Stay tuned! 

#PolkaBridgeVentures #PolkaBridge #ZKCross https://t.co/OLDKcZmEKo",partnership announcement we have formed strategic partnership with zkcross is zk snark based multi blockchain layer top native applications can run safely efficiently stay tuned,0.84
1720,1720,2022-09-26 12:56:49+00:00,"If you like what I am doing &amp; would like to support the #toysrevilblog (#YouRock), here are currently 2 ways to do so:

- https://t.co/f6Y7nRzN1M
- https://t.co/e8w7QrbXN3 (""toysrevil@yahoo.com"")

Thank You for your Kind Support!
Have a wonderful new toy-ful week ahead
Andy XOXO https://t.co/bp0ZGjkKNZ",if you like what i am doing amp would like support here are currently 2 ways do so toysrevil com thank you your kind support have wonderful new toy ful week ahead andy xoxo,0.8181818181818182
1721,1721,2022-09-26 12:56:49+00:00,"@gm_sniper23 I Would Die to Have Your First Time

By:Tearontaron",i would die have your first time by tearontaron,0.8888888888888888
1731,1731,2022-09-26 12:56:40+00:00,"Great to catch up with Baroness @PScotlandCSG, SG of the @CommonwealthSec, discussing the rule of law and legal education at the first @IALSnet meeting in three years! https://t.co/chEgfeztlj",great catch up with baroness sg discussing rule law legal education at first meeting three years,0.875
1740,1740,2022-09-26 12:56:28+00:00,#PetraMeme what if this is Petra's contact page 😂 https://t.co/7It0s6SfTZ,what if this is petras contact page,0.8571428571428571
1746,1746,2022-09-26 12:56:26+00:00,Multi-ethnic groups from Phakant rallied and took a stride with their great momentum to voice out their strong opposition towards military dictatorship.  #2022Sept26Coup #HelpMyanmarIDPs #WhatsHappeningInMyanmar https://t.co/OdaowxPbCB,multi ethnic groups phakant rallied took stride with their great momentum voice out their strong opposition towards military dictatorship,0.8421052631578947
1755,1755,2022-09-26 12:56:20+00:00,@greg_price11 So much 100× better than New Zealand PM who is a dude,so much 100 better than new zealand pm who is dude,0.8
1760,1760,2022-09-26 12:56:15+00:00,@allstarcharts I thought the new week was Sunday in the US ?,i thought new week was sunday us,0.8571428571428571
1771,1771,2022-09-26 12:56:09+00:00,@kokoyo60840914 We sincerely apologize for the experience. Kindly send us a PM/DM for further assistance.,we sincerely apologize experience kindly send us pm dm further assistance,0.8181818181818182
1772,1772,2022-09-26 12:56:07+00:00,The heroes who help the heroes: SCDF’s Special Response Unit does more than firefighting https://t.co/JKNqRRGkVJ https://t.co/uA5fK6RpC7,heroes who help heroes scdf s special response unit does more than firefighting,0.8461538461538461
1779,1779,2022-09-26 12:56:03+00:00,@t_nesu @ValaAfshar it’s sad but noone sets contraction camp for Palestinian children. and both Palestinians government and Insurgents use their children as human shields. What to do?,it s sad but noone sets contraction camp palestinian children both palestinians government insurgents use their children as human shields what do,0.8636363636363636
1784,1784,2022-09-26 12:55:54+00:00,Next time I go club I gonna wear mask ready cb,next time i go club i gonna wear mask ready cb,0.8181818181818182
1796,1796,2022-09-26 12:55:41+00:00,"@sanju_dj2010 Hi @sanju_dj2010, would you mind dropping us a PM of the complete location, your mobile number and when it first started?  - Maggie",hi would you mind dropping us pm complete location your mobile number when it first started maggie,0.8235294117647058
1811,1811,2022-09-26 12:55:20+00:00,bro i forgot what it’s like to have curfew. now that i started uni i needa b back early RIP,bro i forgot what it s like have curfew now that i started uni i needa b back early rip,0.8
1821,1821,2022-09-26 12:55:11+00:00,"Legs: kicked
My toes: curled

Can't sleep 😭😭",legs kicked my toes curled cant sleep,0.8571428571428571
1822,1822,2022-09-26 12:55:10+00:00,"@Zinmar43427828 @bbrightvc He looks like a porcelain doll😘
 
Bright Vachirawit
#BurberrySS23xBright #BurberrySS23
@Burberry #Burberry
@bbrightvc #bbrightvc",he looks like porcelain doll bright vachirawit,0.8571428571428571
1836,1836,2022-09-26 12:54:50+00:00,"Everyone's stashing dollars and they'll keep stashing it until they're provided with the incentives not to do so, and when it comes, it will be like a tidal wave of excess that will make the pandemic pump feel like a fart. https://t.co/1jS3dKjD8g",everyones stashing dollars theyll keep stashing it until theyre provided with incentives not do so when it comes it will be like tidal wave excess that will make pandemic pump feel like fart,0.8787878787878788
1845,1845,2022-09-26 12:54:45+00:00,"Bit confused as to the language that the dragonmaster was speaking to the princes. It has to be Valyrian, surely? Then why don’t the princes speak Valyrian? Do they need mother tongue enrichment classes?",bit confused as language that dragonmaster was speaking princes it has be valyrian surely then why don t princes speak valyrian do they need mother tongue enrichment classes,0.8928571428571429
1847,1847,2022-09-26 12:54:42+00:00,@chocomoo3 She's so pretty with the short hair~,shes so pretty with short hair,0.8333333333333334
1870,1870,2022-09-26 12:54:15+00:00,"@Indusvacations @IndiaExpoCentre @ep_MMI @EssciIndia @ELCINA_INDIA Hi Rohit,

How r u?",hi rohit how r u,0.8
1878,1878,2022-09-26 12:54:08+00:00,@_toranii41 Very cute Aqunyan~ good luck!,very cute aqunyan good luck,0.8
1879,1879,2022-09-26 12:54:06+00:00,"After US troops left, the Taliban thought China would rush in to help bolster the economy. ⁦@EltafN⁩ reports on why that hasn't worked out.  https://t.co/bUUDUnu7O3",after us troops left taliban thought china would rush help bolster economy reports why that hasnt worked out,0.8888888888888888
1883,1883,2022-09-26 12:54:03+00:00,"Pets Best invests in digital to accelerate claims, drive company growth https://t.co/vQTApY4t71 https://t.co/vX87vy6iYQ",pets best invests digital accelerate claims drive company growth,0.8888888888888888
1889,1889,2022-09-26 12:53:55+00:00,"Ordered these merchandise the moment they were released and I finally got my hands on them today! 🥳🎉💜💙🌊🥑 YEAHHHHHH!
#ViceVersa #JimmySea #งั่มงั่ม https://t.co/LaMQFN7E7R",ordered these merchandise moment they were released i finally got my hands them today yeahhhhhh,0.8666666666666667
1894,1894,2022-09-26 12:53:47+00:00,@CaptainJen_E Hey! Hope to join you and Jess for the Pirate Pod on Wednesday morning Singapore time! See ya there!,hey hope join you jess pirate pod wednesday morning singapore time see ya there,0.8571428571428571
1897,1897,2022-09-26 12:53:38+00:00,https://t.co/g4WzSKxZpy is a software that trades for you automatically. It runs inside your mt4 &amp; it works with any currency in most broker,is software that trades you automatically it runs inside your mt4 amp it works with any currency most broker,0.8888888888888888
1921,1921,2022-09-26 12:53:20+00:00,"So as it turns out, you can debase your currency through printing, rebase it because of inflation, and then freebase the ensuing meltdown to a dollar high. 

Welcome to the dollarized world, are you not entertained? https://t.co/eGmIn779wj",so as it turns out you can debase your currency through printing rebase it because inflation then freebase ensuing meltdown dollar high welcome dollarized world are you not entertained,0.8275862068965517
1937,1937,2022-09-26 12:53:04+00:00,@baldingkneecaps @not_esoteric sry madam i won't do it again,sry madam i wont do it again,0.8571428571428571
1938,1938,2022-09-26 12:53:03+00:00,@PaaaarthD One of the best moments in the EPL if I say so myself,one best moments epl if i say so myself,0.8888888888888888
1940,1940,2022-09-26 12:53:03+00:00,1-hour PM2.5 concentration at 8pm is 14-18 microgram per cubic metre.,1 hour pm2 5 concentration at 8pm is 14 18 microgram per cubic metre,0.875
1943,1943,2022-09-26 12:53:02+00:00,Condolences to you ne family bra wami 🙏,condolences you ne family bra wami,0.8333333333333334
1949,1949,2022-09-26 12:52:54+00:00,"@babyghoulvt omg, I remember looking at your model and being impressed by how pretty and cool it looks. I also really like the design of your logo, how did you do that?",omg i remember looking at your model being impressed by how pretty cool it looks i also really like design your logo how did you do that,0.8888888888888888
1973,1973,2022-09-26 12:52:27+00:00,@tenryubitoe Tiger is tora but idk the guys name😭,tiger is tora but idk guys name,0.8571428571428571
1983,1983,2022-09-26 12:52:16+00:00,I love gojo so much damn it!,i love gojo so much damn it,0.8571428571428571
1995,1995,2022-09-26 12:52:05+00:00,The national defence seemed to have broken down altogether.,national defence seemed have broken down altogether,0.8571428571428571
2005,2005,2022-09-26 12:51:47+00:00,Why is Pitso referred to as Bitso by these soccer people from that part of the world. Is it his new nickname?,why is pitso referred as bitso by these soccer people that part world is it his new nickname,0.8333333333333334
2006,2006,2022-09-26 12:51:46+00:00,"And @JusttheZooofUs shared some general information about colugo biology and behaviour:

https://t.co/wb8Gnhpv8R",shared some general information about colugo biology behaviour,0.875
2015,2015,2022-09-26 12:51:39+00:00,Singapore Yellow ribbon race event  https://t.co/8fiISr5oZ3,singapore yellow ribbon race event,0.8
2039,2039,2022-09-26 12:51:21+00:00,He wanted to believe in the absolute without sacrificing personality and freedom.9AZ,he wanted believe absolute without sacrificing personality freedom 9az,0.875
2074,2074,2022-09-26 12:50:41+00:00,@vazhapadi Haha what a wonderful economical brain .,haha what wonderful economical brain,0.8
2084,2084,2022-09-26 12:50:29+00:00,Temperature is 39.86085 is higher than 35deg C. Taken on 2022-09-26  8:50 pm,temperature is 39 86085 is higher than 35deg c taken 2022 09 26 8 50 pm,0.875
2085,2085,2022-09-26 12:50:29+00:00,Laser power is 0.00844 is low. Taken on 2022-09-26  8:50 pm,laser power is 0 00844 is low taken 2022 09 26 8 50 pm,0.8571428571428571
2096,2096,2022-09-26 12:50:19+00:00,@worthtofvck @FWBESS I'm drunk on life.....no need liquor,im drunk life no need liquor,0.8333333333333334
2103,2103,2022-09-26 12:50:10+00:00,"The sun being silly rn, my goodness",sun being silly rn my goodness,0.8333333333333334
2109,2109,2022-09-26 12:50:05+00:00,already excited about the next oscar/awards season,already excited about next oscar awards season,0.8571428571428571
2119,2119,2022-09-26 12:49:58+00:00,"Arttha helped a leading African bank shift to an innovative and new-age digital banking platform.

Read Success Story here: https://t.co/lQ8pqmvAT3

#Arttha #digitalbanking #payments #fintech #successstory #customerexperience #banks #africa https://t.co/E04gu8aTU3",arttha helped leading african bank shift innovative new age digital banking platform read success story here,0.8125
2132,2132,2022-09-26 12:49:47+00:00,Nasi lemak is amazing we all know that right. But nasi ayam hits different,nasi lemak is amazing we all know that right but nasi ayam hits different,0.8571428571428571
2134,2134,2022-09-26 12:49:45+00:00,"Anyway, I came out to my mom yesterday.

Just a day after #BiVisibilityDay LOL

Turned out she had no idea.",anyway i came out my mom yesterday just day after lol turned out she had no idea,0.8823529411764706
2148,2148,2022-09-26 12:49:31+00:00,@PureRoyKeane Terry would have asked for it if he wasn't offered it.,terry would have asked it if he wasnt offered it,0.8
2168,2168,2022-09-26 12:49:11+00:00,Jaye Cane - Catch A Body https://t.co/LGIJithirU via @YouTube,jaye cane catch body via,0.8
2169,2169,2022-09-26 12:49:11+00:00,"@AlinejadMasih I wanna cry, how brave the Iranian! Freedom is not free! My prayer is with you !",i wanna cry how brave iranian freedom is not free my prayer is with you,0.8666666666666667
2183,2183,2022-09-26 12:48:56+00:00,@sizeable13 Bea just keeps getting smaller.,bea just keeps getting smaller,0.8
